id,prompt,answer,reference_steps,canary
163,pv3OpO/ApM7jxP7Qscy3tNTOsPX7xPb/sPDTxP3wt9/FtpzhtJvPqvHYqI3YquTYxevpqe3UoZaah9nKhcrTxP7Fr+qVl97pi+7byfzsgOvIgO7Xiu+g15G81IKy1bS00Ym1g6LE1aq8y6Pq3Y2m1t24gZ2p0PCE39K10o/rhovnoNXYrcLktvOaoPnUpZj5rPbFquqVofnarf2Fqdnqo939xfzxxezDqMnUyOvCvO+Dp+/kr87iypzDh+felsOaosT0obD1geXvhOGUrOzXlOrEiOfkgIOW3Z6x3Z+/0qOM1oXpxe+F1Ya609KD1Jamh7TDyYerg76Tgba11cnG1+XIqv/oqvrNrZDVpe3Rxc/gq+3MoZrpoMnLt5jDuN7ypOy3pOuit/bmoNO+vcTPu5zDpuP+p9KAyMzEh/zskKHQstPAxcDggtTEjJHkg+zPt9/blPvHxYK03oyl,q+TwpcjNpvb3,c2tuqsjXqe3MxP7Qscy3tNTOsMPOx8f8vszgxtbbtfvKtYHvto7Kquztqpz0ouPLxv/fquTCoZaah9v/hP/uxfbkr+msl97piPP0yvDHgcrCgOzlhtmc1Ji92aes37Wi0qiBg6jS17a9yJrY3byC39S7jIqw0+2EXxZCR0BeTR8gJCcoLWMjMyJEMW83Lk18ITswIWsFC3FzBxMFeGF1AHR3GAV2GWdpBHxrYmVgGmUFCnhpCApgFmNMV1xRREsVc2Gu+bGRw9CB3+TJ/+uN8N+A3+WG4J3WiZHWs43Sjo/Ri4OPjN/UsLjKkN3bs68=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
164,pNnHq/fUpevDxPzBse+Wt/TOsfTez/LJs8Dkxtb5ttnetKrUu5XUpMHMqLj7oeDUxeH4qPTDoZSuh9nDhOnEz/vZofGXntj1itnmyuXgjcDkgvv2hNaj17Cy1aWI37Ok2o+1joLE16+CxLPw3a+FC1EFXciBgoC/qIutsdfe5Nj0wKb8z35xtvGfocTXprrXoPrRpcOxrcXUoeq0qe/JoO/kxP3SxOjWp9HhyPvgv+quqsvPrNH/x6fyh+fhm/6toNfwoZj7h9TuhPKprND+mdL2hM/wjJWf062w3KWf06+x14LFxcCa1riK0/u82oyAhq/KwoS6jZuSioOs2uXx1d7tpvzRqfnSrbz+p8rFxcPAq+nVoJr0oszBtL/RtvzkqNWnqf2ftPTsoeyLsfj6sY72qvTzrMWyyfbeiP3tnITKsMHtxu3qgNT3j7fAjdDruuTykOP1zrK3,q+7Wp/PUp87xxd3psPua,c2tupdfop9v1xPnMsPuut/DisNf5xPbRvvDlxvvAtP/PtYHEu5Dnq9vNqZ7aoN3XxdD0pc7fpq6iaVNAQZvrqKL68Kyf4Ybf9Yb3l63i9J/v6YnC4I6yl9C0ht+ungYFBArc35mEhZbdooeGorfIsv7c0aneteDRsdfZi7+BzYukzPCmw9Kp58/J5ty896W798hmfKCa8aDTxraa+7bg1KTqoabJpLXT+6DJsbfF2mcORX1iaafXpsXM2InN1Jywz7PU5cTD1IL0542y/ozi4bzZ7ZXD/Mqbg9S1jNaOj92Tst78qYe4pdCYsImNqMS48tLsu96+/dOix9OPsIHTsKHFzEl8Y2G027yj9fapj/at0O+lw7Gr1d6h7rml6uqi29bFxP/F7MyozsnI+vq+3Lan5syh4P/BnO+EwdqU8J6i0P+hj8GF7NeGxrei7/CY5uGJx/iBrKHSq7TcvbncioXcherK6IvVsIbS+ZfVoqmEu+7PuKqMoYiEqqjWwO/Vyuyo1sCo+8asusCp4drJ0tut1dGjusqt9+26n/Gz0MdLZw5htIH+qe/Tpo/xoMfuycjfqsDOo6Gvi97ehuj9wsfJoNGfnv76i8flyMzMg+XbgNvmhPKp2oCq2buh1LSo0LaOgpDy1Ly/yY/C3aCH3duvjY++0/qr1OK0PQVKQtXe7abs7arI666O3qnh2snS26vt4aucwqPJ4LSp/7j/4KTNmqjUsbfWxa/ZibLZx7Kq2qb5zafkl8f4z4jp5Jyl8LPVzcTDwY3Py46t44L/9LvHypTp/cmOtNWIoNG2tj8CHRmAjdnXnqbFi/jcibbRw5+Cp63S2bXT2qzRq8uHoOSi4uWt3cmwy7yi3dSnt/qv1dGo/4Om5P6j0oeo8emi2vzCwc7HysinxsHI6/W36Kyq9/qu7+vGjseE69eWwa6v+uyhv8KL4v+E8qmi7/CY5uGE99CPnonWsbI=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
165,c3x4d6309bfMmqPVy66c36z3+KnfnavD06DOkKbE56P9xsXQy8/swKTV5sXbx77otKjUyK326Mu73lNfhcrvx/3/eHTFwdaB1cCMlemD+du1+f6V+ezJiaPUrJLUqrTQpb3R4YeEgo3ft7CGrIbFnufR7Yrcjsjbi+7SjKWNx4Ck+dqr79+p2/nH3sWywqW38vWy1sDF6dWz4+vF09y0/te1usW7oNGp+cGouPugy/7E986p8PqstLCGyPSG6P0f,cHV+ew==,c2tucnF7dbfylKHG7qa0zKfz2aj8jave66DUpaTM4KLV5cb9x8XB1K71wsbIzLD6mKrq1q3zw8i4zIbg0ZfliK/q0aG80Ivw0Yr1v6P/4ZTp34fn04yVv9CVqtWOrNO7vtaJ6cjPr9O4rNztu9W1t4K05ciEloOCgoaMv9Dk49bgxKvF6KjM3Kigxan6+cTp0qrT12oOYE9cd3wApt7boPHdxe/OALT14K/TsbPN6bKjyqjZzKr/pc/f7Yjl/ZyE0bPc1cTC2IPU2Y6d8I3f27ffwHiL5K7Urb8Q3o+W0ZCI1ZrmyM6t1Za129201Z+Yh5nfJ96U5NGxwtO6vURQAHNwY3F4fHi0+YGi3d2mtOag6NOpzYdEoOrltJb0tOrNYWMVbGIZWqTv8aqazqDez8/zwqjz9KOesYT76ofC6MT+3Kb4rJ/H5Ivz5Mn4+orM34zE3IbUlNqym9WKjxYeHx853dyXh4Kh37ewh5WQyYDo29ih35rJ0I3u36y1gtCRqvHkpubVru7HxtjBsdGutfrus+H/KkSj38W2m+S/7MmmxpWp9Ka1xeav1o+w/+KykN6p1s2r1aPE2uhka0FXAKPv86KQ6YX/6oXYvKDc7Jn21YfO94CKoN24gt2Xt9GludeF+cXhs9WApdL5l9qGoYm21sWxmYqIu4S1stfe2Nba6qfo0Kjx3ayw8EtedQ5zrtPVqdSuq8L2rMmmqPvIrcPgyMj8yPLnp9brALHA7rO80Kvi16vjlcXO8Yj53ZCL37D5y8X/xorS71oddF2AyeeM++KGwbfdib3YmJnQq5DTpI+AutfWi4PIkMrciZff/Z6DlqvTzK4=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
166,pv3jptPwpsb+yOPHsciHc63CwKT+i6nR4aD3k3Nwt9/Ftpj6uoLIqtr7bsXd6r75rKbN5KzGw8i4zAhODR0PRWcsJjHH4uaDw++OtvaC//QhQwOU3/zIpoTZsL/VrLDSmZ/d3qSEjpDclaeJhqLKo+XR5L/eo9XTm87TrKiNxKak6MKk0skjIibG3O6x5bq2+N668MjI4fKx/svGycG0/cG2mOu1teSq1Pk=,e3dhens=,c2tupsXYqejgx9D2seSTYWioz8igmPWs9N20u/NwtczutI3NuqP4qcnPqLj7LHg4TzkrbDAhMMGc/ILu65fJkaHN5qOoyYbYzoDopqvZ6ZnK04Tk5WIfHBXWnJbWjr3QiZPd3r6JjKEYxI/w0Lqf3/6HgJW5PFYaF4e2pdXx0tfu6avY06TnxK2NyKLUy8TpxKrYzaCawqbWzlgUbzIgKGE6VDUjU2pjbiomTyYhLXpDICNjKiYqXEQQTBoAEAoNYhBwYRlBRydYRi0YYVxTVWtTTFcmXAhwdBQIeRdzARANdxxeHER3BB1vdUQAcABQBWsSen9FMVBVDGduWERbA2x0bqT13KfK2MT+0HR4Eg==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
167,pcv+puXVpe/Yxfnjst2gtuzostbAxPb+vuPTxP/Nudjhtpj6tqr4qszcqazardjYydLQperRrauwhPXxhN/hx93RoP2QnvrKi/DCyuPoiszM,quLcqtPYru7DaCUzJChBcyAuJzw9Si+q6sw=,c2tupOXWqNLCxP7Hs8+QtuXXsfHXxdDOsNnSxeX3tcLhtYfMtLrUpfj5qYfFquTcYSwtJTknMVxJBwALjs7wx878ruOtclBLToXmv638wZXW04XKzoyVid2Xsd6Jk92Wqtu89sr1rdawu9L8utqOpoe0w8i1loObo4qItNrP+tfYwanK4arm30ETamGx7pm159ux8dfF0M6z197J4s+2xea1mu60kumr6cKrmvI=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
168,pM3fptTlc2J5FaH44Ka6167QxangiavN5qHqqqfl56PewsXv5cfh/6TM+MbK0rzsqanW06Dq1cuu5oT+4pfXrK7w5Kuc9IvAw4b4o6Lt9JXb1YbU2ICSq9CfhtOWptG7sNWl5sXeo9eiqdH9iNq+uIaf/ciBgIGNr4erp9b40tnRxKvL+Kn71KybzKbW+Mf40aDpwK2g2qHu6LWbzrjvwqXopqXrqrb59q30hL3FwrGE6Kvh76H5osjc+IbX7Zy897zaxcjy04HU5Y2J3oDV4br30J3f9w==,dKDLwA==,c2tupcHepO7LxtTds/WCtvH8sMP0z/LJsNXOx/XytP3LtJX2YRBieaTw+sfl9r3RlqnQ26Dq1cuu5ofI/Zf0tajpxaK/3YrKzIbWuqHi35Tr74fH1I+cgdC0htysodCNvNWh+cTFotW2qNHkidWxsFPRypvXiunRv+TTv5iA2oqk9v6m5sSoxeN0JSg1LwAHKS05KaCYwBA6MSBBNzk/KSQmACMqAAAtNCVucDUsKjFUrM7OQ3xrDsjc+orZ8p+N4rPqxMfMwIHRwo6s64Dq37T6xJ3f5HheQUNRTFtZWFBBE1sfDTFTRVQNZABRQUhNhKjMHwgEUNGO1tCgk437oKTZ0abJ0aXq0c/4zbHagLXl67LY7MbG8rDM0sfV+Lnh0bW6xbqEwKnPzKqY7qPr5MXhx6Xe5hFPSQIPTjUTG0witsnGKktMRYjq+8j45YDs44D6zIbSudWhmd+GvtCrkN2cm4Ce0deescSjyWxSRFgPFDBMWloA0avS0ae1gN+9pfjgpvH7p9vgxsvOsdCIu/b2vfvZx+j+sNnSyP7Bt9/Ft7zxurPRq+rQoZzYovn6yOHqqPH0o5+/i+rhicXWx+zMqsSiclZLToX4saPRx5Tr74fH1I2xgtyisd2emgUB0LyOgZfe1YqHxYPO3aiT1t24go2B0Oia1eKq3rPwhojvovXMoPLGtvOqovTjpZr3oc/PqeCHq+jwp9K9p974otHUxf/Exdf2pt3mxtzyvt2gq/fUrNPVyLbahP7wleOkot3erJ3ehd7mhOqUo878lOvfic3JjY6Z0IGM3Zmv17W3OQxIDYe7o92RtISkg8ii39Heud+izduL7tColozNkqXR/6X50qnZxMjz7rPqubvP/L3z7sXt7rP17sfqybffxbe88bqz0aT876mF/KHj48bv8qP1wqKPjovPyoXKwxai0MqnoPo=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
169,p8nZp/Lhp87LxtPos9ukttT/vN/Fx/T6ufnexcTmtP3stLzIt5jQq+rQq7DZoPXDx9XKq+XioZagh9nEhN/uxcvQrNSLnNjxhsLkyf3ugcjTgvv2h9Ct1o2b1Zel2Yi50YivgpX91o6fyq7l3Iut3sqti5G00c6t0vK70J/IhojCofbpreDWtNOPoPn+p7bqrPLYr8Siqe7PoMKtpNzVoNH5xPvHyPHAptPKyOvcvOygqOXVpvLJyLfiidDYlOWpo+3JoY7Oh+nVivGPq9npmOz8hNzVjaGJ3KiS3KqZ0aaf14HMwt2t,p+HDps35pN7wyd3j,c2tupsTapejnxtjBstaJtNLLsND0yd3Esf/txtn/YaDO5cf77M/s1ik9OlAnf3d7Qi4nJyxgJ09JBxRAAh0UDy4hLCkPXSdQS1srCH1SQDVnQCMzRiluF3AEFQNxE3YFEHYAQxRSFwgJHBEkDRYVf0R2Uwh9AUB2dkd0cRxTVAR0fX5zdyszbypMJSUwKE5ZemF1qtiIqO3+oM6QruzcofnOyP/qxsjjpMTZx/D5vfeLp/njQ31rDsb/yYjJ2py897DE08jG24P2zI2JyYDgxLbp2pv6yg==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
170,p9nmpsTapejnxdTNstaWtsTKsNzvxPbZs8jFyOTvtcnWt7vat5j6qtfwqp3ZrffZx9XKqdX+oL6th9nDjs71xtvVrMm3kNzcifnsyfzlgcj5it3+hM6W14um1qay3ouk0qm9gazK2o2eyp/414+h3dm5g7mQ0OiW09uu0KjQio78rc3+rcXxuvWeo9vQp7zToPDJqduuq/3Uosikqe32o+3zz/3fx+vEpsv3xd3Iv86kq/bMruXcyLjMhdXhlsCoqOnW,q8ftpdP/,c2tupsTapejnxdTNstaWtsTKs8foxPbZs8jFyOTvtcnWt7vat5j6qtfwqp3ZrffZx9XKqdX+oL6tjN30hP7uxP35oeGfn8n8i+7/yP3agOzpgdnujNSh1o2t1bal0KOP3ZaGjprO172vyLvCMgEDGYS588WGj4Kus4SumNbo9dT46abm96rqy66t06Tt/sXP8qvt0E4TYGWw2dLI/sG338W1oeq7nfar6tCouPug1MPE9eKk7PGihblpVUBBmtyfoP7Qoa/pitjIhfStrNr5ldvVh/nqgL2a2o280o+Q0pmU1aHJd1MD34Sh0/WQ1bqPVQSCuo4EVdG/5DwCHUSHsNCj2/Ov4e228ayj6s2nuPyn88+lxoOo3uQ=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
171,pvjxpNzlYQIMYWQVOzRSc63hzarSman4x6L5ua7s3KPe98ju8QBhdXhwraDVd2hkEG+r3sVudx4QUkGG1OmcjeSy08DF9uSA4dGPltuNy9G18NGU7sbCjrnUgLwSYl1YUBNpA18IXVQYxZrf346D3dmORM+4qjxRVhAWQ1xEJlE2IKzD1aL93h9PMTM6IE02Jjt1pOqeqfj4oeqaYbLQ2QMnSSI4AB88JCesoMmm2NbF0+ak9tehlqmH2cSJx+LF6vat/I2X3umL6+7IzM6D+e2A5siG9JfXqLbWp7TQoYXaj7E1Tg5AWVZKFCBOVl9YBlGLkbHQ+bTT37jQqeCFoMGg39urzcO1z5ah0dqunN+t0/2o+72oydeiyZikwNyi7MnJwdrGze2l8vjHzsG+16WqyPmt9s7BnO+Gz8+X17qixuOgmNKK0PWGxY6i7sCWz+yH7uONiajQrYrfr7HSqLPVrNbJ3LzUgqPR3KvWlI2Eg8XIo6iNgayHj4TW+eXW8vGr+vuq29assMekxdnD08qn+vuirMeh7eC2mMq28Pmk7q+p7bO1y/uu47Sy5NC7nNVEcHh3fBd/Dw4ZBAENfzc5KD1FClxJTl9aHXRVOhw8EgQBFzddXlRIVUgMGhQJBwMJV3INXUddXkA+SF9MQARGWgEYChZRVhFZWWwTC0QqGiMsOzkePiRXITMLIFY2Oi4yKRtQIiQvICBTfw==,FiwpJjptFj0kRDdtdBVJNC09dRsrTyo2emUGSSY1ImUWPU8lIAxwfnF5fg==,c2tupcHepO7Lx/nQveCVutvxs8Lhz/LfPjEmUDJqf2o2JVdvI0cxOC48PA43KjV7UzsvODphIUtUAggCa0BXAKLJ4WRzGw0XBw0PDQUTAAIyAgSd3+DIro/Urb3Uq7LToIPW2qSIsZjdpbKGuorIvtoUhq2kYAxRQEJwQl8IQmM2JCAnISMmIamg2WGyzam62uFfqfSmbqfW2QZJLDVwFSQgSS43wtDRYa7ju73F0bK97qr3/6brkMfez4rZyFnCx8kQIUEKQhEBQyxMMACH8M5vhMLlSM+yqWVfT0BYVVhQXU2ErfwS15W23eGx1bCYhY/SxZaIgomZho6NE4birAAwJyAjbQ4iLk6mwclLxePOb7fM2HMrJCUqPMLBzXCi7MnJwdrGze2l8vjF3MO93Iun4PKu8+vKmNlBjOHuSBl+bKvEvZvi5Izj9B90VVWS0/iC8uKKra4HAQAL0LapP92diYOQ9NSft8mM4d2Kmdz9joGwv9D4stH3htGv5IaNzKLUx6/dwrfauKHmx6Sw3kJ8e2yjm9Gt+OS0j8606MWk65Skz5q10cav06ay0OiwncGq9ser+L3F2tWL1tOcu9m9/N/FwdGA8+SOnfCA3MO0/+WV8+vIo63XpYrbsbs/AR0ZgIL12o67xYv43Iuk3dmejJij08iX0Piy0abUi7fNqvLPrfT3uvWzocbupZrprtrlqtigq+HMosikqeXLoOzxxfjnxOvx,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
172,pfvAptPwpsjPxc7ps8iJt/fSs8bgxcDDs8rgxPnav/nNtLzItIfdqtnPprn/o8D7x9v/qPPAoIGZh9nuhtX0yf/KrvWbncz7iPXVyfv4g/r3g+/Yhf6Q2rW91ZWO3rOB0Ym/gJLz172Jwojt3bab0cOfLXh7eI2bs4WMkNfc2HMQqvLPrePCtNOPoPrUpZnbp/PK,p8/upv/TpNfLyf3qvNiRvPTHFiMoUCEmMzU6QS0lPWUiM0woNU8iIigqJ8/ozA==,c2tupdfoqf3paRECGqaa8aDG56nUrav4w6Hqqqbu3qDa78XJ1cXoz6bTysj27rD7pKv29gocooOphNvJhuj9xcL9oMeIn+vMicTlJ2RXS1C0yPqb4+HItY/WjrTXrYnQsJvQ5YUiYNexhNPGtdeVlIau4MugsI2tnIW/ntTD7zpidmCk5dao0sLFwfew+Y222sO89NvH//6x0c3G9eu1yvO0vMi6p92pzumputCi0f3H6MOj9cKjsYWLzsyE99HJxP2u6Iad8u2GxenL9eeC6teD+fSL8YbVvJjXnb/RrrHTjKuDoNDXvqfIr8EyExkXQdPJttG27NGw2NOsk43lt6fK2Krw0qbj8MT73LLLhLXG5bPa+cjOybD6wMXM4bffxbWp6LSH3Q==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
173,pNLrpdThpNvGxP/6seWJtNLIs9f6x/XKseXGx+jmt9/FtpjBtIfdpfD1qZHvoMT8xtjrqtXio7KMhdXchO7Jxcvvrt6knf7Vi/z3xeXNgv7jgP/5hu2c1Km41b2S0ZO42o+m,caLpzg==,c2tupdjRpubpxtPkst2MtuzmstbDxPbosd/WyfDst/T6t43nu6DVo/3FqYH6rfbwxtfhqtHAoZWhhsXHhuj+KmdnZ2TF8OSD8POOtcqB3vG2wciV+e/KqLHViIHakLXSlafez5uGg4vfk5COhL/Ih/bR45fQr9vcruzfho9uQgNsZavLzqvfwq24yqXvwMX34ajPy6OA2qL/87qfxrfKwaXvraXprrbQ7az5vrH3w7G8/6vA86nfqsj634b4/JCR+7L4/8fGxorS74+M6o3L1Lfd2yALAUNdUl5SU0dF0YSrORlSA0HUr53Fm8NqW0RXDlMLT1FDFtyu3N6uvY3TjKfZ5qXf6KfO58T93LH2vrbU/7DA/sXj3bPZ+sXG8LT967e88ba/z6Tg4amu5KLp78XRxQ==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
174,pfvAptPwpMHhxer3scuItMHmsNfpxtX7s+vMx8/guPrGupHgtZXnpPDwq5HKoeDfx8bnq+7DorSkivTRh+XPydDhrNionefegd/3,p8n3ps30pPLqxc7ps8iJttPi,c2tupdjRpubpyPXgsvSXu/n2stbAxcvtsv32xPn6t8zotYfMvJzcq+Dnpo7woN3ixdPmqcXZopCuhfrah+7wxcj6ocedkcfXi+bTyt7hgvn6gsb/h9CX17mm2IuT0IGC3YKAbA1THBDevaiGjJHKh+/R/5DdlObRsefRrJ2B672k2cer98qnx9rFzuiyyba67f2wyf/FwtK+9PPG9Oe49Pi1usW2qviryOCru/lPeGcOb6jX/avAmcb28Ivr25GO97D00cXwxoP4zo6164D11rX56JfpwMq7nNSrl9StitygjN/6soiXgt2oj4Sjk8WDytDZvt24+tGswtKPvozhjaTR8Kb136bIz8bR0LHLibfw5bHx1w==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
175,p9nmquvTqc/MydbSvP65t/DPvN7Xxv3Qsv3/z/3cttnItpjBtYzuqPvHfBCw/c6zmuV4fKz38cqbwITZx5f2k6Drx6G7xYfL0IbMuKLW8JXj2YXI+Y2arN2Tm9+9p9Ktu9Sj4snZstaUk93CttqwmIWM8sqtuoKus4uTh9bcxNfz/qjs06TT+6ScyKTI6cfo2ard+qGl+KDm+7uj6bbMxabpr6TrmLTx3a32mrHLx7K21qnWzan/isfY1YrZyZGGxrLH9MXkyoPzxoCq7oD22rTC7JfpwMq7nN6MpQ==,pcTlqvDs,c2tupdfoqf3pyOvkstaWtdTQs9DbxcjAsfvcxdrttev/t4TUtZPFqfH1qprOoO/KxcDfqtHAorSkhPrAhPv0xdv9rfybntfkh8D2xdnijOLAjPPhhdu41o2c1IG/0bCD0IqGgJ762o+oyqDJ36mp386vjb+R0MmK0t65PRNWTBCl6NWqyMSk1fHE/Pq856G03Oex9srFy/Oy/f/H29S298i0kPW3ncyl09qputCs/eTF9+ir+PWjgbuK88eE4fjH4Nim+Kyfw8uGzczIwdOByOkSDh0PEQ1QQENXX0A8FAYbE9/5iImdktGOqomltMSr8tP/ld2z1tCOxNGGvoDZlafKxKT13Kbp18T8y7HJlrf1073j4cnt277Y1cnTw7bq2ruy6LS61KTmz6eCxark2Mfu4KTn6qCrlobR0Ijx0cX/7a7QiJ7/9Yj18cn830UdMhcAEAwdDdWLjNaVqdO8g9CguEYZTxLWqLHT1ZpeTEsAVgtY36zh0I/Z3pGygeyvpNjepd7Uru7HxsrTvdiEts35sMTfxtnzs/3qxPzvt9Hptp3HtK7gqd3hqpvxoeDZxtbgpcjDorSkitjdhsPCx/nor+u7l97pi+vuy9r1gP/8gN/lhu2b1K6O1IGR06e00r2Jg7HJ15SiyYzb37KG0NmVg5OF0Mqv,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
176,pNnHp/DNp/71x/rPsdqdtNLLsfT/xsfWv+bMyNzXudfStKj2toTGqdLIqanYquTYyODrqdrPoqeshfrQh/zRxcDvofunnNrlidDTyMzygurXjMLsi/Wq26ei14CN0oy/06agg4DH2p+Gypzq14+h3OSCgrqv0t2/0PmY0rrph6TsofX0rtHBu+C4o9vQqIPNoNLSpdazqNjQoeiHpMPRotvWxPnoyPbNp9TeyODtv8CRq/XMrffNyL7nh+bxncW/,pe73puXd,c2tupdfoqf3px/rPsdqdt/D0s/nFx9TBv+bMyNzXudfStbv5tqXjq9vNq7PVotHYz/PCq+TVrK6phuTYhcrUxcDvofunkM3bicvjyt7hgOPSguj+aUgfHBXWnaHbtr3Sj4zd3qeJlbbRj6WHrarIlMfT/qndpeTTvu7Zi7+Dw56q6+qm28ym28fF1Myz5pC38PU6PjJJPU92dnzH7Mu5xci3pfe2jsir/Nirstig3fzJzOaqx8ajs6OK9e6E5tfH3dGu+bGd/+WK28XI0MuBy+SD/fKKw7XVr7XZqKHRn4rSgoKCl8bXo7nCiO3fkoPRz5CBqI7Q+KTf1p4=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
177,p9nmpvzkpM/Extzes+iZutvOvM3Xxvb9sM3dxPn9t9/FuofTu6nipdzbp7vUosLQyOHwpOfvoKC/hv/lhcrCyOHUrMOakOXPitvMy+jbgcj+gPrPhPKp1omR14Gt0Je+0rq1gZza1IiAy7zu14+h3OSCgJWV3/yQ09iw3onfh4DEoffIrenXtdGkoc7ypZjToe7sqvyYqM3Zo+abpNr4qv3extrtxczkpMbqxO/mv++/qfz3oNbzyZrEhvTllNmYourKoZH6hd/JhfOTodnwmObSic3kjJWy0K2K3Ie33JS11r/Uysuz34Sh0tex1qKziYv9yYC2gY68ho2B1P7m1Pr+puXJqfvorKntp8zuyOPJoOnT,pPTHpdHipOrWxczZsdGP,c2tuqsjXqe3Mxvz5ssmvtd7Is9DoxcbDsNvCydzCud7Bup/Yt5jQpObbpqnmosLQyOHwpOfvoLGah9vghOHTxP3Or+ern+vpidLTy/zdg/jcb0FATUjLvKfYqZ7bjI/QhbXW2qGGk57Qg5CEvYXIvNfQ37vduefct+HQqpaC2KCk/96rz+ek3M3Fy/Ow+aq00suwyenFw9+w5tkqYWN+ouzJycHaxcLApMzjxdnfvverqdLFrMv2ybrnhODnl/aSo+/CoJvOjdnihPWtreLomdPshP31jaiE0Ymd3IS/0bq/1YznxcCy1b6f08u51Le9h6PSxK+CbxQDTBbes/6Kj8WgwcGs9c+28Zqh0Mymuteg9f6o/52r2eah762m8f6t7/bI7vbE6sel8vjE7P+61Lyp/8Ws6u/LjfOHzeqXyKChyMmgmsKG3+WH05um5fif7+mG082Ag5bRiYvSlLfRurfXgejF4bc=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
